o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
55078,1078,O,117074.67,1998-06-10,4-NOT SPECIFIED,Clerk#000000781,0,nal ideas cajole blithely pending orbits. r
55079,1073,O,116938.48,1996-05-03,3-MEDIUM,Clerk#000000543,0, of the slyly pending courts nag carefully slow deposits. furious 
55104,658,O,101580.02,1998-01-09,1-URGENT,Clerk#000000816,0,"ding requests. pending, pending requests serve carefully around the b"
55105,403,F,203226.28,1994-05-07,2-HIGH,Clerk#000000925,0,the quietly express dolphin
55106,662,O,139402.31,1996-04-21,2-HIGH,Clerk#000000855,0,lites cajole furiously against the pearls. close 
55107,1154,F,193043.20,1993-05-09,5-LOW,Clerk#000000595,0,lyly regular ideas. ideas against the furiously express packages cajole car
55108,586,O,271901.67,1997-09-06,5-LOW,Clerk#000000950,0,thely ironic accounts. even instructions against the blithely iro
55109,334,O,57753.17,1996-03-22,1-URGENT,Clerk#000000687,0,ments. asymptotes are slyly. furiously final r
55110,727,O,229526.49,1997-06-19,1-URGENT,Clerk#000000515,0,. quickly bold foxes cajole a
55111,227,O,117255.06,1997-05-09,1-URGENT,Clerk#000000520,0,affix finally special requests. carefully pending dolphins ca
55136,1156,F,233429.46,1993-10-10,1-URGENT,Clerk#000000475,0,ickly bold pinto beans boost acc
55137,431,F,74535.74,1993-03-24,4-NOT SPECIFIED,Clerk#000000500,0,egular packages. carefully regular pinto bea
55138,1228,F,27469.49,1994-09-25,2-HIGH,Clerk#000000532,0,egrate. carefully ironic req
55139,479,F,245369.24,1993-01-18,4-NOT SPECIFIED,Clerk#000000545,0," doubt across the regular ideas. regular, express deposits sleep furiously sil"
55140,901,F,111365.89,1993-07-05,1-URGENT,Clerk#000000444,0, wake slyly between
55141,652,O,99329.77,1996-05-30,1-URGENT,Clerk#000000421,0,"unusual deposits along the enticing, exp"
55142,22,F,201369.19,1993-12-09,3-MEDIUM,Clerk#000000055,0,fter the furiously final deposits. furiously regu
55143,1207,F,83619.40,1993-01-22,5-LOW,Clerk#000000569,0, unusual foxes boost. regular accounts haggle blithely according to the slyl
55168,200,O,194716.61,1997-04-15,5-LOW,Clerk#000000744,0,hely final depths wake furiously furiously ironi
55169,1366,F,35495.85,1992-04-16,4-NOT SPECIFIED,Clerk#000000948,0, haggle blithely fluffily silent accounts. fluffily bold theodolites up 
55170,238,F,195369.86,1992-09-22,1-URGENT,Clerk#000000591,0,"are quickly above the slyly regular ideas. accounts sleep quickly. special, r"
55171,352,F,258059.12,1992-10-27,2-HIGH,Clerk#000000781,0,slyly final foxes haggle around the sly
55172,224,F,174678.44,1993-12-04,4-NOT SPECIFIED,Clerk#000000941,0,"l pinto beans among the bold, final deposits wake carefully final dolphin"
55173,139,O,138469.94,1997-11-19,5-LOW,Clerk#000000986,0,al ideas sleep quickly daring package
55174,989,F,131878.03,1993-07-06,3-MEDIUM,Clerk#000000433,0,ns sleep blithely about th
55175,496,O,22707.60,1995-07-23,4-NOT SPECIFIED,Clerk#000000380,0,above the quiet requests; fluffily iro
55200,686,F,173670.15,1993-08-29,3-MEDIUM,Clerk#000000678,0,ngside of the ironic deposits. blithely unusual pinto beans use quickly abov
55201,52,F,30080.57,1993-03-24,5-LOW,Clerk#000000149,0,nal packages. furiously 
55202,646,O,172928.58,1995-08-25,5-LOW,Clerk#000000718,0,tions cajole quickly. carefully final requests haggle furiously. slyly busy w
55203,232,F,179708.96,1993-04-12,5-LOW,Clerk#000000071,0,lar foxes sleep fluffily ru
55204,635,O,159718.21,1997-07-31,4-NOT SPECIFIED,Clerk#000000025,0,e furiously ironic requests. slyly regular ideas are
55205,1489,O,233488.50,1998-08-02,5-LOW,Clerk#000000870,0," final theodolites: final deposits doubt carefully against the ironic, ironi"
55206,886,O,72676.78,1995-11-03,3-MEDIUM,Clerk#000000047,0,haggle against the blithely sil
55207,13,F,40030.85,1994-11-17,3-MEDIUM,Clerk#000000777,0, pinto beans wake slyly along the slyly final requests. furiousl
55232,1048,O,101073.25,1996-01-30,4-NOT SPECIFIED,Clerk#000000809,0,nstructions. express packages affix blithely theodolites. fluffil
55233,1111,F,40895.33,1995-02-02,2-HIGH,Clerk#000000298,0,s haggle silently. 
55234,538,F,367176.04,1993-07-29,5-LOW,Clerk#000000732,0, foxes. slyly thin packages wake carefully against the blithely 
55235,1175,F,147162.76,1993-10-07,5-LOW,Clerk#000000191,0,s along the furious
55236,686,O,41182.81,1996-12-13,3-MEDIUM,Clerk#000000830,0,"posits among the final, ironic instructions c"
55237,1138,O,30649.15,1997-02-14,3-MEDIUM,Clerk#000000166,0,ornis use carefully silent asymptotes-- carefully unusual pl
55238,488,O,297311.46,1998-05-28,3-MEDIUM,Clerk#000000100,0,"lar, regular accounts affi"
55239,338,F,195801.59,1992-12-04,1-URGENT,Clerk#000000252,0,platelets. special accounts against the furiously unusual deposits mold f
55264,733,F,1827.17,1993-12-20,4-NOT SPECIFIED,Clerk#000000273,0,"ke fluffily at the even, ironic pinto beans. carefully idle dependencies pl"
55265,1258,F,323163.32,1994-09-24,5-LOW,Clerk#000000586,0,"odolites would are quickly. bold, regular foxes b"
55266,395,F,105455.77,1992-06-14,1-URGENT,Clerk#000000093,0,"e express, blithe requests e"
55267,179,O,91132.69,1998-03-25,5-LOW,Clerk#000000407,0,sleep slyly closely express dolphin
55268,412,F,50034.05,1992-03-18,2-HIGH,Clerk#000000581,0,its according to the carefully even packages integrate 
55269,196,F,253397.92,1993-03-08,3-MEDIUM,Clerk#000000899,0,"p the ideas: special, express dolphins hinder carefully quickly special pin"
55270,1000,F,172992.03,1993-01-23,3-MEDIUM,Clerk#000000196,0,"ffily ironic requests are. gifts cajole. even, pending in"
55271,496,P,205930.19,1995-03-12,3-MEDIUM,Clerk#000000881,0,onic dependencies. foxes detect. furiously final accounts
55296,1421,F,75300.65,1992-10-19,5-LOW,Clerk#000000974,0,unts. fluffily regular dinos alongside of the furiously 
55297,1336,F,237703.54,1993-10-20,3-MEDIUM,Clerk#000000762,0,s the furiously final attainments. furiously 
55298,274,F,72417.61,1994-08-03,1-URGENT,Clerk#000000043,0,ously. even deposit
55299,908,F,80725.23,1992-03-31,5-LOW,Clerk#000000768,0,odolites nag above the blithely final requests. always regular packages are u
55300,337,F,199785.12,1994-02-21,2-HIGH,Clerk#000000462,0,usly ironic platelets sleep regular instructions. 
55301,1226,F,53919.80,1994-02-28,1-URGENT,Clerk#000000189,0,low requests cajole carefully furiously bold waters. furiously ironic 
55302,697,O,225469.13,1997-11-21,5-LOW,Clerk#000000117,0,frets cajole slyly. deposits according to the bold instructions haggle car
55303,1061,P,79759.59,1995-03-31,4-NOT SPECIFIED,Clerk#000000129,0,ven pinto beans wake regularly regular accounts. 
55328,1447,O,67723.77,1998-02-05,5-LOW,Clerk#000000332,0,side of the carefully regular accounts
55329,340,O,163134.94,1996-06-25,5-LOW,Clerk#000000278,0,lithely according to the slyly regular pinto
55330,94,F,249649.04,1994-08-13,3-MEDIUM,Clerk#000000453,0, bold requests. unu
55331,1349,F,332773.20,1993-12-14,2-HIGH,Clerk#000000110,0,yly ironic deposits boost after the packages. thi
55332,1474,O,47066.62,1998-03-31,5-LOW,Clerk#000000191,0,ctions. furiously final requests grow blith
55333,418,F,171591.94,1993-11-17,2-HIGH,Clerk#000000025,0, furiously pearls. quickly final co
55334,613,O,204477.20,1997-05-07,1-URGENT,Clerk#000000977,0,venly final accounts hinder alon
55335,835,F,129869.08,1992-09-16,4-NOT SPECIFIED,Clerk#000000224,0, ideas after the carefully furious packages u
55360,475,F,179592.25,1994-01-23,3-MEDIUM,Clerk#000000520,0,le unusual requests. un
55361,313,P,180209.58,1995-03-24,4-NOT SPECIFIED,Clerk#000000368,0,onic pinto beans. slyly stealthy deposits according to the enticing
55362,1024,P,257820.06,1995-04-21,2-HIGH,Clerk#000000998,0,dolites. carefully pending pearls alongside of the fluffily pend
55363,527,F,185092.55,1993-12-29,2-HIGH,Clerk#000000014,0,egular dependencies maintain. blithely final multipliers use slyl
55364,187,O,71044.42,1996-10-09,2-HIGH,Clerk#000000092,0,quests. furiously silent requests wake 
55365,1378,O,225626.89,1996-01-06,3-MEDIUM,Clerk#000000748,0,rash furiously ironic deposits. carefully pen
55366,605,F,91967.01,1992-10-11,1-URGENT,Clerk#000000956,0,al accounts. slyly ironic packages among the quickly ironic i
55367,1121,F,187349.70,1994-01-11,1-URGENT,Clerk#000000792,0, multipliers use slyly re
55392,1031,F,278714.84,1994-06-07,1-URGENT,Clerk#000000647,0, ironic pinto beans are. furiously regular accounts hag
55393,1427,O,124503.32,1996-05-18,5-LOW,Clerk#000000375,0, fluffy asymptotes haggle carefully. instructions after the fluffily pending 
55394,236,F,126699.97,1993-02-27,1-URGENT,Clerk#000000377,0,y ironically bold accounts. furiously
55395,1252,F,46437.55,1994-11-02,2-HIGH,Clerk#000000343,0,ccounts. furiously bold pinto beans according
55396,1198,F,64171.63,1994-04-07,1-URGENT,Clerk#000000592,0,fluffily pending requests are slyly. carefully fluffy instru
55397,181,F,48438.92,1993-03-31,4-NOT SPECIFIED,Clerk#000000563,0,snooze alongside of the quickly
55398,767,F,211955.58,1993-01-21,3-MEDIUM,Clerk#000000873,0,ly. fluffily regular instructions alongside of the sometimes regu
55399,490,O,78606.50,1996-02-15,2-HIGH,Clerk#000000907,0,es. slyly regular Tiresias haggle. furiousl
55424,490,F,204020.83,1993-03-03,3-MEDIUM,Clerk#000000101,0,ckly enticingly ironic tithes
55425,673,O,190521.10,1995-11-02,1-URGENT,Clerk#000000162,0,"the frays. carefully even theodolites wake along the bold, regular"
55426,799,O,159060.19,1997-01-21,4-NOT SPECIFIED,Clerk#000000406,0,aringly express deposits. slyly final instruction
55427,1099,O,130383.52,1995-07-06,1-URGENT,Clerk#000000526,0,. slyly express acc
55428,517,O,123193.88,1996-07-06,3-MEDIUM,Clerk#000000028,0,"refully ironic, silen"
55429,1249,F,172186.47,1994-06-30,2-HIGH,Clerk#000000259,0, accounts cajole blit
55430,770,F,194750.53,1994-06-11,3-MEDIUM,Clerk#000000751,0,"ial requests. even, silent packages are furiously n"
55431,1271,F,224280.70,1992-06-09,4-NOT SPECIFIED,Clerk#000000403,0,quickly express pinto beans haggle carefully against the quick ideas. ca
55456,943,F,145502.79,1993-01-07,3-MEDIUM,Clerk#000000036,0,ironic pains. furiousl
55457,1394,O,54318.55,1996-08-22,4-NOT SPECIFIED,Clerk#000000938,0,ously along the slyly ironic accounts. spe
55458,170,F,87701.57,1992-03-17,2-HIGH,Clerk#000000701,0,"s. instructions maintain. express, final packages are slyly. sl"
55459,694,F,161787.78,1994-04-26,1-URGENT,Clerk#000000047,0,iments cajole after the
55460,154,F,183135.63,1992-05-27,2-HIGH,Clerk#000000294,0,. carefully ironic pa
55461,340,F,181440.27,1994-09-29,3-MEDIUM,Clerk#000000609,0,ronic foxes wake. final requests maintain fluffily; unusual
55462,1015,F,274581.87,1992-03-28,3-MEDIUM,Clerk#000000911,0,r the sentiments. blithely 
55463,779,F,19092.11,1993-05-10,4-NOT SPECIFIED,Clerk#000000589,0,"oggedly silent requests use. silent, even accounts are al"
55488,1310,O,223988.08,1996-02-18,4-NOT SPECIFIED,Clerk#000000409,0,usly express pinto beans are blithely blithely 
55489,1276,O,55929.50,1996-07-09,2-HIGH,Clerk#000000162,0,furiously pending depo
55490,1367,F,186971.11,1994-11-17,3-MEDIUM,Clerk#000000518,0," to sublate fluffily against the deposits: final, final asymptotes a"
55491,368,P,100451.65,1995-05-18,4-NOT SPECIFIED,Clerk#000000693,0,nic accounts. slyly final asymptotes cajole quickly bold requests. 
55492,10,O,187966.88,1995-09-20,1-URGENT,Clerk#000000105,0,uickly busy warthogs. deposits wake fluffily spec
55493,1231,F,33985.97,1993-09-08,3-MEDIUM,Clerk#000000429,0,ts. quickly even deposi
55494,743,F,256449.39,1992-06-26,4-NOT SPECIFIED,Clerk#000000971,0,carefully pending requests 
55495,445,O,93903.99,1996-06-01,2-HIGH,Clerk#000000605,0,e quickly ironic platelets. blithely regular theodolites abo
55520,586,P,106513.04,1995-05-08,1-URGENT,Clerk#000000419,0,y unusual foxes snooze.
55521,1087,O,101577.02,1997-05-21,4-NOT SPECIFIED,Clerk#000000793,0, deposits after the regular accounts haggle furiously
55522,608,F,25432.52,1994-06-27,3-MEDIUM,Clerk#000000330,0,ully ironic packages. requests sleep among the ironic deposits. unusual packag
55523,220,O,61868.77,1998-05-18,1-URGENT,Clerk#000000050,0,ptotes. enticingly special instructions sleep blithely. quickly silent sau
55524,1358,O,68935.47,1995-10-29,3-MEDIUM,Clerk#000000838,0,uffily regular accounts use along the deposits. blithely un
55525,1417,F,211613.68,1994-05-09,5-LOW,Clerk#000000378,0,"hogs at the brave, final excuses sublate after the carefully bo"
55526,833,F,271294.39,1992-07-03,2-HIGH,Clerk#000000964,0,. slyly bold notornis wake quickly blithely regular theodolites. slyly ironic
55527,482,O,130159.99,1997-07-26,1-URGENT,Clerk#000000941,0,pending pinto beans hag
55552,293,O,133694.43,1996-10-13,5-LOW,Clerk#000000769,0, furiously even attainments boost s
55553,1453,F,123478.24,1994-07-18,3-MEDIUM,Clerk#000000208,0,ithely; carefully bol
55554,1037,F,229584.02,1994-11-17,1-URGENT,Clerk#000000370,0,bold ideas boost across the theodolites. orbits ha
55555,764,O,74186.98,1997-11-25,3-MEDIUM,Clerk#000000689,0,y across the quickly pending pinto
55556,1358,O,90937.72,1995-11-16,5-LOW,Clerk#000000248,0, quickly quiet deposits across the ironic accounts cajole after 
55557,892,O,86257.85,1997-02-04,3-MEDIUM,Clerk#000000859,0,"s. blithely final accounts boost silently on the even, final waters. carefully"
55558,643,F,25259.19,1993-08-10,3-MEDIUM,Clerk#000000868,0,sly quiet foxes sleep carefully. final packages ought to s
55559,1451,O,124390.89,1997-09-05,1-URGENT,Clerk#000000672,0,ent packages. silent realms haggle furiously above the special theodolites.
55584,170,O,103195.86,1996-03-08,5-LOW,Clerk#000000451,0,affix across the carefully unusual packages. 
55585,923,O,79948.50,1997-01-20,4-NOT SPECIFIED,Clerk#000000832,0,equests are ironically across the pending packages. da
55586,160,O,176581.86,1998-05-17,2-HIGH,Clerk#000000029,0,of the carefully express foxes. blithely regular packages alo
55587,227,F,65790.16,1993-07-20,3-MEDIUM,Clerk#000000222,0,ns. quickly express accounts integrate fluffily
55588,568,F,225959.15,1993-03-15,4-NOT SPECIFIED,Clerk#000000651,0,e deposits. instructions grow fluffily regular accounts. quickly
55589,58,F,59329.97,1993-02-26,1-URGENT,Clerk#000000780,0, furiously above the unusual ideas. even 
55590,580,O,124199.42,1996-12-24,3-MEDIUM,Clerk#000000915,0,"into beans sleep furiously express, unusual foxes. requests use"
55591,620,O,133996.27,1997-08-03,4-NOT SPECIFIED,Clerk#000000982,0,beans wake idly against the furiously unusual deposits. sly
55616,634,P,116032.58,1995-05-09,2-HIGH,Clerk#000000687,0,ckages cajole slyly bold dolphins. blithely expr
55617,1397,O,260432.45,1998-06-29,3-MEDIUM,Clerk#000000558,0, will have to impress blithely furiously special reque
55618,1498,F,211824.32,1992-01-22,3-MEDIUM,Clerk#000000652,0,refully. furiously regular accounts are
55619,548,O,157993.23,1997-11-15,2-HIGH,Clerk#000000653,0,"es. special, express pack"
55620,29,O,3453.62,1998-01-10,4-NOT SPECIFIED,Clerk#000000311,0, furiously ironic ac
55621,1276,P,125544.74,1995-03-16,5-LOW,Clerk#000000207,0, carefully regular deposits wa
55622,430,F,8658.14,1994-09-22,1-URGENT,Clerk#000000295,0,"egular, busy deposits. fluffily ironic requests are enticingly"
55623,568,F,86992.46,1992-10-06,1-URGENT,Clerk#000000716,0,"ld, ironic accounts nag blithely. slyly special excuses boost boldly pinto b"
55648,62,F,286264.01,1994-09-10,1-URGENT,Clerk#000000229,0, hang furiously final instruc
55649,445,O,138833.05,1998-01-18,3-MEDIUM,Clerk#000000811,0,y: quickly even accounts after the ironic requests sleep blithely blithely bo
55650,686,O,21520.14,1995-10-22,5-LOW,Clerk#000000002,0, accounts across the furiously silent packages wake carefu
55651,217,F,345586.31,1992-03-08,3-MEDIUM,Clerk#000000573,0,iously special foxes haggle fur
55652,583,F,29525.47,1993-12-22,1-URGENT,Clerk#000000167,0,t slyly alongside of the ironic pinto beans:
55653,785,F,69028.95,1993-11-27,3-MEDIUM,Clerk#000000160,0,ly final packages across the de
55654,1346,F,105004.44,1993-09-20,2-HIGH,Clerk#000000349,0,uctions impress slyly against the f
55655,208,F,299558.31,1992-09-25,5-LOW,Clerk#000000184,0,. carefully bold realms use carefully accounts. blithely even req
55680,433,F,6979.69,1992-06-10,4-NOT SPECIFIED,Clerk#000000773,0,inos sleep bravely carefully bold requests. carefully final th
55681,763,O,10243.64,1996-08-23,4-NOT SPECIFIED,Clerk#000000138,0,counts sleep. furiously regular dugouts are slyly blithely pending e
55682,377,F,46548.81,1994-11-14,1-URGENT,Clerk#000000106,0,"rses haggle blithely. final, bold attainments boost furiously. deposits sleep "
55683,979,F,192959.00,1992-07-16,2-HIGH,Clerk#000000419,0,nag. pinto beans ha
55684,526,P,51112.78,1995-03-10,3-MEDIUM,Clerk#000000815,0,"c deposits above the unusual, express requests are carefully above the clo"
55685,1051,F,71326.73,1992-10-12,4-NOT SPECIFIED,Clerk#000000302,0,usly special asymptotes are furiously. even decoys use-- silent ideas maintain
55686,1477,P,355352.90,1995-03-26,1-URGENT,Clerk#000000485,0,c pinto beans haggle blithely across the furiously 
55687,1231,F,44714.49,1992-10-27,5-LOW,Clerk#000000227,0, accounts print. carefully even platelets are slyly 
55712,1442,O,49106.63,1996-11-20,4-NOT SPECIFIED,Clerk#000000589,0,he regular excuses sleep after the blithely final realm
55713,572,F,359769.90,1994-02-03,2-HIGH,Clerk#000000041,0,g ideas sublate furiously about the foxe
55714,1406,O,67036.38,1997-06-02,1-URGENT,Clerk#000000341,0,ccounts grow. regular requests will have to hang against 
55715,1180,F,43035.78,1995-04-03,1-URGENT,Clerk#000000578,0,leep slyly above the furiously permanent acc
55716,373,F,72597.98,1992-10-23,2-HIGH,Clerk#000000548,0,nto beans haggle quickly in
55717,1111,F,23314.66,1992-02-15,3-MEDIUM,Clerk#000000692,0,nt requests sleep across the bl
55718,97,O,163322.27,1997-06-23,2-HIGH,Clerk#000000902,0,"ress accounts. blithely quick packages sleep after the pending, bold deposits"
55719,203,F,27321.19,1992-10-12,5-LOW,Clerk#000000142,0,le carefully around the special requests. special deposits boost furiously car
55744,1135,O,179907.72,1995-10-21,1-URGENT,Clerk#000000235,0,silent platelets. unusual 
