p_partkey,p_name,p_mfgr,p_brand,p_type,p_size,p_container,p_retailprice,p_comment
1790,blush peru gainsboro dodger sandy,Manufacturer#3,Brand#32,ECONOMY PLATED COPPER,31,MED CAN,1691.79,its kind
1791,smoke coral floral turquoise goldenrod,Manufacturer#1,Brand#14,LARGE BRUSHED NICKEL,18,WRAP PACK,1692.79,ithely
1792,red rose brown saddle steel,Manufacturer#4,Brand#42,SMALL PLATED TIN,30,SM PACK,1693.79,ress instructions. eve
1793,turquoise thistle purple salmon dim,Manufacturer#1,Brand#13,ECONOMY BURNISHED NICKEL,27,LG PKG,1694.79,e requests haggle 
1794,slate green blush thistle linen,Manufacturer#3,Brand#32,ECONOMY BRUSHED NICKEL,11,SM PKG,1695.79,ecial ac
1795,beige thistle smoke moccasin rose,Manufacturer#4,Brand#43,ECONOMY ANODIZED TIN,13,MED JAR,1696.79,ldly close th
1796,snow forest sky chartreuse olive,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,6,JUMBO CASE,1697.79,ly according to the 
1797,floral blush snow linen almond,Manufacturer#4,Brand#44,LARGE BRUSHED NICKEL,25,LG CAN,1698.79, carefully ironic 
1798,olive lawn coral dim maroon,Manufacturer#4,Brand#45,PROMO PLATED NICKEL,3,SM PACK,1699.79,d platelets
1799,chiffon bisque sienna black royal,Manufacturer#5,Brand#51,ECONOMY PLATED COPPER,15,SM CAN,1700.79,ickly even
1800,orange sky tomato saddle olive,Manufacturer#2,Brand#22,LARGE BURNISHED NICKEL,8,SM BAG,1701.80,e carefully even sen
1801,ivory grey seashell smoke bisque,Manufacturer#4,Brand#44,ECONOMY BRUSHED STEEL,40,WRAP BOX,1702.80,quickl
1802,lawn burnished smoke wheat snow,Manufacturer#1,Brand#11,PROMO BURNISHED TIN,32,SM PACK,1703.80,ate according to
1803,indian lavender plum gainsboro midnight,Manufacturer#1,Brand#14,STANDARD BRUSHED NICKEL,15,JUMBO CAN,1704.80,uriously 
1804,ghost white drab green wheat,Manufacturer#1,Brand#13,MEDIUM BRUSHED TIN,33,WRAP BOX,1705.80,unts. furiously
1805,gainsboro coral frosted misty grey,Manufacturer#5,Brand#54,MEDIUM POLISHED STEEL,43,LG PACK,1706.80,olites. eve
1806,chocolate pale blue sienna smoke,Manufacturer#2,Brand#24,MEDIUM BRUSHED TIN,16,MED CAN,1707.80,dependen
1807,mint blue chiffon honeydew drab,Manufacturer#4,Brand#43,LARGE ANODIZED COPPER,44,JUMBO CASE,1708.80,egular
1808,sandy spring yellow purple seashell,Manufacturer#2,Brand#23,LARGE ANODIZED COPPER,13,LG PKG,1709.80,furiously final dep
1809,medium magenta papaya lemon dodger,Manufacturer#2,Brand#21,ECONOMY ANODIZED NICKEL,13,JUMBO DRUM,1710.80, requests sleep
1810,metallic chocolate tomato chiffon azure,Manufacturer#4,Brand#44,LARGE BRUSHED TIN,11,SM CAN,1711.81,egular instructions br
1811,moccasin royal turquoise lime navajo,Manufacturer#2,Brand#22,SMALL BURNISHED NICKEL,42,JUMBO CAN,1712.81,unts. b
1812,burlywood blue magenta grey forest,Manufacturer#3,Brand#31,LARGE POLISHED STEEL,4,WRAP JAR,1713.81,. final depo
1813,dim saddle lace violet seashell,Manufacturer#5,Brand#51,LARGE PLATED COPPER,48,JUMBO BOX,1714.81,counts are blith
1814,maroon chiffon metallic wheat chartreuse,Manufacturer#5,Brand#54,PROMO POLISHED STEEL,42,MED DRUM,1715.81, gifts. u
1815,cornflower green sandy chiffon cyan,Manufacturer#5,Brand#53,SMALL ANODIZED TIN,37,SM CAN,1716.81,kages are
1816,burlywood cyan rose lavender sky,Manufacturer#2,Brand#21,MEDIUM BRUSHED TIN,13,SM BAG,1717.81,xcuses affix sl
1817,sandy mint light medium saddle,Manufacturer#4,Brand#41,STANDARD ANODIZED COPPER,40,MED DRUM,1718.81,p furiously abo
1818,dim tan peru floral blanched,Manufacturer#4,Brand#44,MEDIUM PLATED NICKEL,30,WRAP CAN,1719.81,posits. deposits ea
1819,turquoise deep salmon dodger sienna,Manufacturer#3,Brand#33,MEDIUM POLISHED NICKEL,18,WRAP DRUM,1720.81,posits use 
1820,ivory burnished rosy plum cornflower,Manufacturer#3,Brand#35,PROMO POLISHED BRASS,26,WRAP CAN,1721.82,ounts caj
1821,orchid gainsboro dim chiffon rose,Manufacturer#2,Brand#25,ECONOMY POLISHED STEEL,39,JUMBO PKG,1722.82,sublate blithely
1822,smoke hot misty steel lavender,Manufacturer#3,Brand#33,MEDIUM POLISHED TIN,2,LG DRUM,1723.82,y ruthle
1823,saddle ivory khaki puff bisque,Manufacturer#5,Brand#55,ECONOMY POLISHED BRASS,24,MED BOX,1724.82,"ic, ex"
1824,lavender indian beige peru antique,Manufacturer#5,Brand#54,STANDARD PLATED BRASS,1,SM BAG,1725.82,o the requ
1825,burnished frosted ghost olive powder,Manufacturer#5,Brand#55,MEDIUM ANODIZED TIN,27,WRAP PKG,1726.82,ges cajole closely f
1826,beige olive tan pale lace,Manufacturer#5,Brand#55,PROMO POLISHED TIN,38,SM CASE,1727.82,ise. furi
1827,beige steel tomato chiffon burnished,Manufacturer#5,Brand#52,PROMO PLATED STEEL,34,SM CAN,1728.82,nments cajole. sly
1828,saddle thistle gainsboro spring metallic,Manufacturer#1,Brand#14,MEDIUM BRUSHED COPPER,10,JUMBO BAG,1729.82,. fur
1829,aquamarine powder orange yellow lace,Manufacturer#2,Brand#25,STANDARD ANODIZED NICKEL,25,LG CASE,1730.82,he furious
1830,khaki aquamarine lawn puff royal,Manufacturer#2,Brand#21,ECONOMY ANODIZED STEEL,19,LG BOX,1731.83,use qui
1831,pale drab lemon mint sienna,Manufacturer#4,Brand#43,MEDIUM BURNISHED COPPER,37,MED PACK,1732.83,en accounts 
1832,chartreuse hot magenta purple thistle,Manufacturer#4,Brand#43,STANDARD ANODIZED BRASS,3,LG PKG,1733.83,ackages sleep waters
1833,honeydew cornsilk lime red violet,Manufacturer#4,Brand#42,LARGE BRUSHED TIN,17,SM BAG,1734.83,excuses. special
1834,puff violet tan deep forest,Manufacturer#3,Brand#35,PROMO BURNISHED NICKEL,29,JUMBO JAR,1735.83,s alongside of the fi
1835,spring thistle orange light antique,Manufacturer#3,Brand#34,ECONOMY PLATED STEEL,39,SM BOX,1736.83,again
1836,white burlywood chocolate powder beige,Manufacturer#4,Brand#43,SMALL BRUSHED TIN,4,MED BAG,1737.83,s sleep sly
1837,wheat lawn brown peach mint,Manufacturer#4,Brand#43,LARGE PLATED COPPER,10,SM JAR,1738.83, pending sheaves d
1838,lace bisque moccasin peru navajo,Manufacturer#4,Brand#45,SMALL BRUSHED BRASS,35,MED JAR,1739.83,t the ruthless
1839,maroon medium orange cornsilk white,Manufacturer#5,Brand#54,LARGE BRUSHED STEEL,5,LG DRUM,1740.83,"egular, bold pa"
1840,light papaya azure burnished misty,Manufacturer#2,Brand#22,MEDIUM PLATED BRASS,49,MED CASE,1741.84,furiously.
1841,yellow metallic chocolate goldenrod royal,Manufacturer#4,Brand#41,LARGE BRUSHED TIN,35,WRAP JAR,1742.84,kly express asymptot
1842,powder thistle ghost cornflower chocolate,Manufacturer#1,Brand#15,STANDARD BRUSHED TIN,6,WRAP BAG,1743.84,onic pinto beans slee
1843,chocolate burnished lemon drab chartreuse,Manufacturer#1,Brand#13,SMALL BURNISHED BRASS,45,WRAP CASE,1744.84,tructions s
1844,blue orchid rose chocolate spring,Manufacturer#4,Brand#41,PROMO BURNISHED STEEL,2,MED PACK,1745.84,slyly iro
1845,royal khaki salmon black peru,Manufacturer#5,Brand#51,SMALL PLATED BRASS,40,MED CASE,1746.84,ly express idea
1846,puff turquoise thistle red light,Manufacturer#1,Brand#15,STANDARD BURNISHED STEEL,45,JUMBO PKG,1747.84,its are carefully spe
1847,yellow white puff orange rosy,Manufacturer#3,Brand#33,SMALL POLISHED COPPER,48,WRAP BOX,1748.84, packages wake sil
1848,sky smoke rose forest linen,Manufacturer#5,Brand#53,PROMO BRUSHED COPPER,11,JUMBO BOX,1749.84,posits above the
1849,wheat slate ghost drab dodger,Manufacturer#4,Brand#42,SMALL POLISHED TIN,24,MED PACK,1750.84,"he final, pending "
1850,plum forest olive orchid ivory,Manufacturer#5,Brand#51,SMALL BURNISHED COPPER,1,SM PKG,1751.85,ully fina
1851,honeydew thistle ivory pale magenta,Manufacturer#3,Brand#34,MEDIUM BURNISHED NICKEL,3,JUMBO JAR,1752.85,thely
1852,blue turquoise tomato smoke orchid,Manufacturer#5,Brand#52,ECONOMY PLATED TIN,23,LG CAN,1753.85,itaphs nod even
1853,lawn beige grey royal cyan,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,34,WRAP PACK,1754.85, the furious
1854,goldenrod metallic rose white moccasin,Manufacturer#2,Brand#24,PROMO POLISHED BRASS,14,WRAP PKG,1755.85,"ding, "
1855,tan dodger grey rosy hot,Manufacturer#2,Brand#21,MEDIUM ANODIZED TIN,9,MED CASE,1756.85,st furiously. ironic
1856,dodger smoke spring rosy turquoise,Manufacturer#5,Brand#54,STANDARD BURNISHED COPPER,31,MED BAG,1757.85,n deposits
1857,aquamarine bisque midnight antique spring,Manufacturer#1,Brand#13,STANDARD PLATED NICKEL,48,WRAP PACK,1758.85,ld pinto beans. sly
1858,thistle black lavender orange ivory,Manufacturer#2,Brand#24,ECONOMY POLISHED STEEL,15,WRAP CASE,1759.85,usly 
1859,lawn turquoise blanched sienna smoke,Manufacturer#1,Brand#14,LARGE ANODIZED NICKEL,20,SM JAR,1760.85,gular sen
1860,cream chartreuse lawn beige plum,Manufacturer#5,Brand#55,LARGE ANODIZED TIN,26,SM BAG,1761.86,ges. quickly e
1861,violet deep blanched drab white,Manufacturer#1,Brand#11,PROMO ANODIZED BRASS,3,LG DRUM,1762.86, for 
1862,royal black deep tan blanched,Manufacturer#5,Brand#51,STANDARD POLISHED COPPER,8,MED JAR,1763.86, the quickly expre
1863,powder misty linen wheat coral,Manufacturer#5,Brand#54,ECONOMY POLISHED BRASS,49,JUMBO BOX,1764.86,"equests. unusual, care"
1864,almond hot peach cornflower antique,Manufacturer#5,Brand#51,SMALL ANODIZED COPPER,20,JUMBO BAG,1765.86,r packages caj
1865,cornflower honeydew lavender ivory royal,Manufacturer#3,Brand#32,PROMO ANODIZED TIN,39,MED PACK,1766.86,instructions hang slyl
1866,misty red seashell ivory navy,Manufacturer#4,Brand#41,MEDIUM PLATED TIN,18,MED JAR,1767.86,ar packages
1867,mint pale dim chiffon indian,Manufacturer#5,Brand#53,LARGE PLATED STEEL,49,WRAP CAN,1768.86,ly pending packages h
1868,orange snow chiffon steel drab,Manufacturer#3,Brand#32,ECONOMY BURNISHED STEEL,16,JUMBO JAR,1769.86,ully special deposi
1869,gainsboro dark cornflower aquamarine olive,Manufacturer#2,Brand#25,SMALL ANODIZED STEEL,6,JUMBO DRUM,1770.86, packages. express
1870,red lime thistle firebrick lavender,Manufacturer#3,Brand#34,LARGE BURNISHED TIN,49,SM DRUM,1771.87,re furiously. even a
1871,medium gainsboro lace slate frosted,Manufacturer#1,Brand#14,SMALL ANODIZED BRASS,21,JUMBO JAR,1772.87,kly silent dep
1872,frosted drab mint powder metallic,Manufacturer#2,Brand#22,LARGE BURNISHED TIN,45,WRAP CAN,1773.87,ggle alongside
1873,smoke slate moccasin brown magenta,Manufacturer#1,Brand#12,SMALL PLATED NICKEL,48,MED PACK,1774.87, carefully above the s
1874,sky brown seashell papaya sandy,Manufacturer#2,Brand#25,PROMO PLATED NICKEL,3,SM BAG,1775.87,ial requests serve.
1875,blue peach smoke coral cream,Manufacturer#2,Brand#25,PROMO ANODIZED STEEL,26,MED CAN,1776.87,gular requests wake 
1876,lime magenta deep violet dark,Manufacturer#5,Brand#51,PROMO BRUSHED STEEL,50,MED CASE,1777.87, grouches use f
1877,lawn moccasin almond lavender yellow,Manufacturer#5,Brand#54,MEDIUM BURNISHED BRASS,7,JUMBO PACK,1778.87,cuses
1878,lavender dodger seashell orchid smoke,Manufacturer#5,Brand#55,STANDARD BURNISHED TIN,10,MED BAG,1779.87,sentim
1879,sienna ivory metallic cyan orchid,Manufacturer#5,Brand#51,STANDARD BURNISHED STEEL,10,MED CAN,1780.87,ironic platele
1880,white azure rosy blanched lawn,Manufacturer#3,Brand#34,ECONOMY ANODIZED NICKEL,27,SM PKG,1781.88,sly ironic req
1881,puff snow floral drab powder,Manufacturer#5,Brand#52,LARGE POLISHED NICKEL,41,LG BAG,1782.88,eep furiously
1882,smoke salmon red pale linen,Manufacturer#4,Brand#42,LARGE POLISHED NICKEL,1,JUMBO BAG,1783.88,ms ought t
1883,metallic peru pink thistle chartreuse,Manufacturer#3,Brand#35,LARGE BRUSHED COPPER,39,LG DRUM,1784.88,. unusual deposits hag
1884,saddle blanched beige khaki salmon,Manufacturer#3,Brand#34,ECONOMY PLATED NICKEL,47,LG PKG,1785.88,l packages. ironi
1885,frosted beige moccasin dim burnished,Manufacturer#3,Brand#32,LARGE BRUSHED BRASS,31,LG JAR,1786.88, use. ne
1886,bisque rose tan midnight antique,Manufacturer#4,Brand#44,MEDIUM ANODIZED TIN,43,JUMBO DRUM,1787.88,ly. furiously st
1887,tan honeydew azure orchid plum,Manufacturer#4,Brand#42,ECONOMY PLATED BRASS,46,WRAP BOX,1788.88, regular deposits are 
1888,royal gainsboro green orange yellow,Manufacturer#5,Brand#52,LARGE PLATED TIN,9,SM BAG,1789.88, theodoli
1889,papaya lime almond pale lawn,Manufacturer#4,Brand#41,PROMO ANODIZED NICKEL,35,LG BAG,1790.88,quietly silent reques
1890,aquamarine drab dodger midnight rose,Manufacturer#1,Brand#13,STANDARD BURNISHED NICKEL,35,JUMBO CAN,1791.89,d care
1891,sky cornsilk white khaki goldenrod,Manufacturer#4,Brand#41,PROMO BURNISHED COPPER,20,WRAP CAN,1792.89,accounts. 
1892,slate deep lawn beige honeydew,Manufacturer#1,Brand#14,PROMO BRUSHED NICKEL,37,LG BOX,1793.89,as will cajole 
1893,thistle burlywood smoke pink mint,Manufacturer#5,Brand#52,MEDIUM BURNISHED BRASS,48,MED JAR,1794.89,hockey pl
1894,khaki misty pink plum lime,Manufacturer#4,Brand#42,ECONOMY BRUSHED COPPER,14,MED BAG,1795.89,etect 
1895,maroon orchid linen spring antique,Manufacturer#2,Brand#25,MEDIUM BRUSHED TIN,4,WRAP PKG,1796.89,usly. fur
1896,goldenrod white dodger chocolate purple,Manufacturer#2,Brand#23,MEDIUM BRUSHED TIN,40,SM DRUM,1797.89,ithely pen
1897,chocolate red salmon drab medium,Manufacturer#3,Brand#34,STANDARD BRUSHED TIN,19,JUMBO CASE,1798.89,the quickly ironic 
1898,yellow maroon antique tan grey,Manufacturer#4,Brand#41,MEDIUM BURNISHED STEEL,17,MED DRUM,1799.89,ing pinto 
1899,grey misty puff brown lavender,Manufacturer#2,Brand#21,MEDIUM BRUSHED NICKEL,26,SM BOX,1800.89,s. re
1900,frosted sky burlywood steel ghost,Manufacturer#1,Brand#11,MEDIUM BURNISHED COPPER,44,JUMBO CAN,1801.90,s promise blithel
1901,blue beige seashell purple lime,Manufacturer#4,Brand#41,SMALL POLISHED COPPER,14,JUMBO CASE,1802.90, foxes ma
1902,drab mint ghost dark metallic,Manufacturer#3,Brand#32,ECONOMY POLISHED NICKEL,12,SM PKG,1803.90,in deposits are bu
1903,antique dodger sienna moccasin slate,Manufacturer#4,Brand#45,SMALL BRUSHED COPPER,33,JUMBO CASE,1804.90,"y. thin, regular depos"
1904,lemon bisque khaki coral frosted,Manufacturer#1,Brand#13,STANDARD ANODIZED STEEL,20,LG DRUM,1805.90, slyly. ev
1905,black dark gainsboro orange wheat,Manufacturer#5,Brand#54,PROMO BURNISHED STEEL,29,LG CAN,1806.90,nic foxes sle
1906,burlywood dim tan drab ghost,Manufacturer#2,Brand#21,LARGE POLISHED STEEL,41,SM PKG,1807.90, outside the fu
1907,hot chiffon peru dark metallic,Manufacturer#2,Brand#21,PROMO BURNISHED COPPER,19,WRAP BOX,1808.90,ly even de
1908,olive seashell magenta khaki dark,Manufacturer#4,Brand#41,ECONOMY PLATED NICKEL,37,JUMBO JAR,1809.90,the sp
1909,smoke gainsboro bisque indian beige,Manufacturer#4,Brand#45,STANDARD BRUSHED NICKEL,26,SM CASE,1810.90,d pearls. fin
1910,linen dodger lime purple cornsilk,Manufacturer#5,Brand#52,ECONOMY BURNISHED STEEL,36,WRAP CASE,1811.91,equests! re
1911,magenta seashell rose honeydew cream,Manufacturer#4,Brand#44,LARGE BURNISHED BRASS,38,WRAP BAG,1812.91,g pinto 
1912,blanched cyan sandy drab blue,Manufacturer#4,Brand#43,LARGE POLISHED NICKEL,2,JUMBO CAN,1813.91,nal packages. 
1913,coral light mint chartreuse beige,Manufacturer#1,Brand#12,SMALL POLISHED STEEL,35,MED CASE,1814.91,s the quickly regular
1914,snow linen yellow dim chiffon,Manufacturer#2,Brand#23,STANDARD PLATED BRASS,9,MED JAR,1815.91,ounts-- quick
1915,red burnished thistle rosy lemon,Manufacturer#1,Brand#11,ECONOMY BURNISHED NICKEL,49,MED BAG,1816.91,"l ideas. bold, "
1916,cream navy mint peru burlywood,Manufacturer#5,Brand#54,LARGE BURNISHED TIN,2,SM BOX,1817.91, detect q
1917,blush lemon steel peach gainsboro,Manufacturer#4,Brand#41,PROMO ANODIZED NICKEL,9,MED BOX,1818.91,aggle furiously.
1918,khaki almond wheat peru maroon,Manufacturer#2,Brand#24,LARGE ANODIZED NICKEL,38,JUMBO BOX,1819.91,platelets about the
1919,moccasin frosted rosy lace goldenrod,Manufacturer#3,Brand#32,SMALL BRUSHED STEEL,39,WRAP BOX,1820.91,pending foxe
1920,papaya cornsilk light ghost orange,Manufacturer#2,Brand#24,STANDARD POLISHED NICKEL,26,LG DRUM,1821.92,"ependencies. regular, "
1921,frosted beige olive blue navajo,Manufacturer#4,Brand#45,LARGE BRUSHED STEEL,6,LG BOX,1822.92,ress ideas wake 
1922,seashell antique royal indian chartreuse,Manufacturer#5,Brand#52,PROMO BRUSHED NICKEL,32,SM DRUM,1823.92, wake
1923,purple brown drab burlywood puff,Manufacturer#1,Brand#12,STANDARD BURNISHED STEEL,8,WRAP JAR,1824.92,iously special t
1924,sandy almond salmon bisque chocolate,Manufacturer#4,Brand#42,MEDIUM ANODIZED STEEL,1,JUMBO CAN,1825.92,es wa
1925,gainsboro dodger rosy hot steel,Manufacturer#4,Brand#43,PROMO ANODIZED COPPER,47,JUMBO BAG,1826.92,y final theodol
1926,cornsilk lace brown pink coral,Manufacturer#3,Brand#34,PROMO BRUSHED STEEL,28,MED BOX,1827.92,e. re
1927,beige chartreuse royal maroon cornsilk,Manufacturer#1,Brand#11,SMALL ANODIZED NICKEL,26,WRAP CASE,1828.92,ole fluffily regu
1928,smoke indian tomato floral misty,Manufacturer#4,Brand#44,PROMO BURNISHED STEEL,13,LG DRUM,1829.92,according 
1929,burnished medium misty midnight wheat,Manufacturer#1,Brand#14,LARGE PLATED BRASS,17,LG DRUM,1830.92,e quickl
1930,lavender burlywood blanched antique sienna,Manufacturer#3,Brand#31,PROMO PLATED BRASS,5,WRAP BAG,1831.93,ly. account
1931,snow burnished mint moccasin peru,Manufacturer#3,Brand#31,LARGE PLATED TIN,10,LG CAN,1832.93,ructio
1932,metallic frosted khaki mint sienna,Manufacturer#1,Brand#15,STANDARD BRUSHED NICKEL,31,SM DRUM,1833.93,yly final
1933,sky aquamarine cornflower violet almond,Manufacturer#4,Brand#43,MEDIUM ANODIZED NICKEL,31,WRAP JAR,1834.93, up the fu
1934,plum violet honeydew mint almond,Manufacturer#3,Brand#34,SMALL PLATED BRASS,33,LG DRUM,1835.93,"ng to the regular, re"
1935,seashell brown peach red cornsilk,Manufacturer#1,Brand#11,STANDARD ANODIZED TIN,24,WRAP JAR,1836.93,cuses wake fluff
1936,thistle purple spring sky slate,Manufacturer#2,Brand#23,ECONOMY BRUSHED TIN,1,SM JAR,1837.93,ep ev
1937,aquamarine hot lace navy beige,Manufacturer#2,Brand#25,PROMO PLATED BRASS,35,SM BOX,1838.93,riously regul
1938,antique gainsboro light magenta brown,Manufacturer#4,Brand#43,STANDARD BRUSHED TIN,44,WRAP CAN,1839.93,s wak
1939,lace navy burnished cream blanched,Manufacturer#2,Brand#21,STANDARD POLISHED TIN,7,SM JAR,1840.93, the 
1940,thistle beige cream frosted steel,Manufacturer#3,Brand#35,SMALL BRUSHED NICKEL,26,MED PACK,1841.94,s. idle foxes use. 
1941,rose maroon mint burlywood powder,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,20,LG PACK,1842.94,nic tith
1942,bisque indian smoke beige linen,Manufacturer#1,Brand#13,SMALL BURNISHED NICKEL,17,MED JAR,1843.94,"y. special, express"
1943,floral aquamarine steel cornsilk gainsboro,Manufacturer#4,Brand#43,SMALL ANODIZED COPPER,16,JUMBO JAR,1844.94, theodolites. 
1944,wheat plum goldenrod mint pink,Manufacturer#1,Brand#11,ECONOMY BRUSHED STEEL,24,JUMBO BAG,1845.94,ts. iro
1945,papaya olive chiffon lemon tan,Manufacturer#1,Brand#15,ECONOMY PLATED STEEL,45,LG PKG,1846.94,lyly ironic package
1946,deep chocolate wheat blue floral,Manufacturer#3,Brand#34,MEDIUM BURNISHED BRASS,32,SM PKG,1847.94,s sleep furi
1947,black royal forest dim yellow,Manufacturer#5,Brand#55,PROMO BURNISHED TIN,18,MED CAN,1848.94,s. slyly regular
1948,white tan metallic rosy salmon,Manufacturer#2,Brand#21,STANDARD BRUSHED STEEL,41,SM DRUM,1849.94,c instructions. 
1949,hot maroon purple navajo floral,Manufacturer#2,Brand#23,PROMO BURNISHED BRASS,35,LG BAG,1850.94,wake carefully bold
1950,saddle linen blush antique coral,Manufacturer#5,Brand#51,MEDIUM BRUSHED BRASS,48,MED CASE,1851.95,unts solve blithely. r
1951,frosted blush black metallic burlywood,Manufacturer#4,Brand#43,LARGE PLATED TIN,24,WRAP BAG,1852.95,quests. final deposits
1952,steel lavender dark ghost grey,Manufacturer#2,Brand#23,MEDIUM ANODIZED TIN,30,WRAP DRUM,1853.95,lyly regu
1953,blush brown goldenrod snow tan,Manufacturer#5,Brand#51,SMALL BURNISHED NICKEL,33,SM PACK,1854.95,y silent
1954,spring cornsilk slate tan powder,Manufacturer#4,Brand#43,STANDARD BRUSHED COPPER,24,WRAP CASE,1855.95,tions.
1955,tomato frosted sandy blush sky,Manufacturer#5,Brand#51,MEDIUM ANODIZED TIN,14,SM PACK,1856.95,inal asymptotes? car
1956,sky blue saddle salmon cyan,Manufacturer#5,Brand#55,LARGE POLISHED TIN,42,WRAP DRUM,1857.95,aggle slyly! accoun
1957,magenta sandy turquoise seashell black,Manufacturer#3,Brand#33,PROMO POLISHED STEEL,9,WRAP DRUM,1858.95,eposits inte
1958,blue tomato royal lemon ivory,Manufacturer#1,Brand#15,ECONOMY POLISHED COPPER,22,LG PACK,1859.95,". regular, regula"
1959,peru bisque almond goldenrod green,Manufacturer#3,Brand#34,LARGE ANODIZED NICKEL,47,SM BAG,1860.95,ithel
1960,honeydew tan plum green puff,Manufacturer#3,Brand#33,PROMO BURNISHED BRASS,30,SM BAG,1861.96,the iron
1961,pink salmon steel moccasin maroon,Manufacturer#2,Brand#21,MEDIUM BRUSHED BRASS,29,MED JAR,1862.96, solve furiously ir
1962,azure peach lavender frosted orchid,Manufacturer#4,Brand#42,LARGE BRUSHED NICKEL,11,WRAP BOX,1863.96,s boost carefully.
1963,cornsilk linen gainsboro lemon papaya,Manufacturer#5,Brand#53,STANDARD BURNISHED COPPER,37,SM CASE,1864.96,ely atop the quic
1964,olive tomato tan gainsboro linen,Manufacturer#2,Brand#25,STANDARD ANODIZED NICKEL,42,MED JAR,1865.96,refully a
1965,light wheat sky chartreuse steel,Manufacturer#1,Brand#13,STANDARD PLATED TIN,34,LG PKG,1866.96,hin instructio
1966,peru rose brown azure moccasin,Manufacturer#2,Brand#23,STANDARD BURNISHED TIN,40,JUMBO BOX,1867.96, pending deposi
